# Pathway	HSM5FZBP_P_Coverage
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0.0000000007
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	0.0000000000
PWY-5989: stearate biosynthesis II (bacteria and plants)	0.0000000000
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Escherichia.s__Escherichia_coli	0.0000000261
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0.0000000000
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|g__Escherichia.s__Escherichia_coli	0.0000000000
GLUTORN-PWY: L-ornithine biosynthesis	0.0000000000
GLUTORN-PWY: L-ornithine biosynthesis|g__Blautia.s__Ruminococcus_torques	0.2616970656
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.0000000000
METSYN-PWY: L-homoserine and L-methionine biosynthesis	0.0000000000
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli	0.0000000000
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	0.0000000000
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli	0.0000000000
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.0000000000
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.0000000000
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0.0273304568
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0.0000892997
PWY-5971: palmitate biosynthesis II (bacteria and plants)	0.0000000000
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	0.0000000000
PWY-6113: superpathway of mycolate biosynthesis	0.0000000000
PWY0-1479: tRNA processing	0.0000000000
PWY0-1479: tRNA processing|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0.7445807009
PWY0-1479: tRNA processing|g__Parasutterella.s__Parasutterella_excrementihominis	0.7780524910
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.0000000000
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.0000000000
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.0000000000
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Escherichia.s__Escherichia_coli	0.0003965616
PWY-5367: petroselinate biosynthesis	0.0000000000
PWY-5367: petroselinate biosynthesis|g__Blautia.s__Ruminococcus_torques	0.0000000000
PWY-5367: petroselinate biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0.0000000000
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0.0000000000
FASYN-ELONG-PWY: fatty acid elongation -- saturated	0.0000000000
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Escherichia.s__Escherichia_coli	0.0000007887
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	0.0000000000
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	0.0000000000
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.0000000000
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Escherichia.s__Escherichia_coli	0.0000000000
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	0.0000000000
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0.9511077814
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Escherichia.s__Escherichia_coli	0.0000003332
PWYG-321: mycolate biosynthesis	0.0000000000
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.0000000000
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Escherichia.s__Escherichia_coli	0.0000005915
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0.0000000000
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	0.9226088498
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0.6356507882
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	0.4900542990
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.0000000000
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.0000000000
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	0.9226088498
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0.6356507882
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	0.4900542990
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.0000000000
PWY-6901: superpathway of glucose and xylose degradation	0.0000000000
PWY-5173: superpathway of acetyl-CoA biosynthesis	0.0000000000
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Escherichia.s__Escherichia_coli	1.0000000000
PWY-7664: oleate biosynthesis IV (anaerobic)	0.0000000000
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Escherichia.s__Escherichia_coli	0.0000005521
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.0000000000
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0000000000
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	0.2256851755
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.0000000000
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Ruminococcus_torques	0.0000860718
FUCCAT-PWY: fucose degradation	0.0000000000
FUCCAT-PWY: fucose degradation|g__Escherichia.s__Escherichia_coli	0.0000041427
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	0.0000000000
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Escherichia.s__Escherichia_coli	0.0000003943
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	0.0000000000
PWY0-1061: superpathway of L-alanine biosynthesis	0.0000000000
PWY0-1061: superpathway of L-alanine biosynthesis|g__Escherichia.s__Escherichia_coli	0.8943315598
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	0.0000000000
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Escherichia.s__Escherichia_coli	0.0000000000
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0.0000000000
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.0000000000
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Blautia.s__Ruminococcus_torques	0.0000376770
NAGLIPASYN-PWY: lipid IVA biosynthesis	0.0000000000
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	0.0935241099
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0.0232463346
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	0.0000000000
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Escherichia.s__Escherichia_coli	0.2960961503
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0.0000000000
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.0000000000
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	0.0000000000
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.0000000000
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Escherichia.s__Escherichia_coli	0.0000006901
RHAMCAT-PWY: L-rhamnose degradation I	0.0000000000
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.0000000000
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Escherichia.s__Escherichia_coli	0.0000002004
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.0000000000
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Escherichia.s__Escherichia_coli	0.0000002004
PWY-7199: pyrimidine deoxyribonucleosides salvage	0.0000000000
P42-PWY: incomplete reductive TCA cycle	0.0000000000
PWY-6608: guanosine nucleotides degradation III	0.0000000000
PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	0.0000048800
PWY0-781: aspartate superpathway	0.0000000000
COLANSYN-PWY: colanic acid building blocks biosynthesis	0.0000000000
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.0000000000
PENTOSE-P-PWY: pentose phosphate pathway	0.0000000000
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	0.0000000000
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Escherichia.s__Escherichia_coli	0.1375151543
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0.0000000000
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0.0000000000
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Escherichia.s__Escherichia_coli	0.0000002652
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Flavonifractor.s__Flavonifractor_plautii	0.0418079443
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0.0000000000
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Parasutterella.s__Parasutterella_excrementihominis	0.0000000010
GLYCOCAT-PWY: glycogen degradation I (bacterial)	0.0000000000
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.0000000000
PWY66-409: superpathway of purine nucleotide salvage	0.0000000000
PWY-2723: trehalose degradation V	0.0000000000
PWY-2723: trehalose degradation V|g__Escherichia.s__Escherichia_coli	0.0000000000
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	0.0000000000
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Escherichia.s__Escherichia_coli	0.0113954183
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0.0000000000
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Escherichia.s__Escherichia_coli	0.0409796448
PWY-5690: TCA cycle II (plants and fungi)	0.0000000000
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.0000000000
PWY-7446: sulfoglycolysis	0.0000000000
PWY-7446: sulfoglycolysis|g__Escherichia.s__Escherichia_coli	0.9953621907
PWY0-1261: anhydromuropeptides recycling	0.0000000000
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0.0000000000
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.0000000000
PPGPPMET-PWY: ppGpp biosynthesis	0.0000000000
PYRIDNUCSAL-PWY: NAD salvage pathway I	0.0000000000
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0.0000000000
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	0.0000000000
PWY-4041: &gamma;-glutamyl cycle	0.0000000000
PWY-4041: &gamma;-glutamyl cycle|g__Escherichia.s__Escherichia_coli	0.9554759990
KETOGLUCONMET-PWY: ketogluconate metabolism	0.0000000000
HSERMETANA-PWY: L-methionine biosynthesis III	0.0000000000
PWY-6353: purine nucleotides degradation II (aerobic)	0.0000000000
TRPSYN-PWY: L-tryptophan biosynthesis	0.0000000000
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.0000000000
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Blautia.s__Ruminococcus_torques	0.0000000000
PWY-6731: starch degradation III	0.0000000000
PWY-5101: L-isoleucine biosynthesis II	0.0000000000
PWY-4702: phytate degradation I	0.0000000000
PWY-4702: phytate degradation I|g__Escherichia.s__Escherichia_coli	0.0000000246
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0.0000000000
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.0000000000
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	0.0000000000
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|g__Escherichia.s__Escherichia_coli	0.0000000000
PWY-6936: seleno-amino acid biosynthesis	0.0000000000
PWY-6936: seleno-amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	0.0005466979
P441-PWY: superpathway of N-acetylneuraminate degradation	0.0000000000
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.0000000000
PWY-6823: molybdenum cofactor biosynthesis	0.0000000000
PWY-6823: molybdenum cofactor biosynthesis|g__Escherichia.s__Escherichia_coli	0.0000000554
PWY-6606: guanosine nucleotides degradation II	0.0000000000
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0.0000000000
PWY-5723: Rubisco shunt	0.0000000000
TCA: TCA cycle I (prokaryotic)	0.0000000000
TCA: TCA cycle I (prokaryotic)|g__Escherichia.s__Escherichia_coli	0.0000000000
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0.0000000000
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Escherichia.s__Escherichia_coli	0.0000040667
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.0000000000
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Escherichia.s__Escherichia_coli	0.0000000000
PWY-7013: L-1,2-propanediol degradation	0.0000000000
PWY-7013: L-1,2-propanediol degradation|g__Escherichia.s__Escherichia_coli	0.0000000000
REDCITCYC: TCA cycle VIII (helicobacter)	0.0000000000
PWY-6892: thiazole biosynthesis I (E. coli)	0.0000000000
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0.0000000000
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	0.0000000000
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.0000000000
PWY-5030: L-histidine degradation III	0.0000000000
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.0000000000
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.0000000000
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	0.0000000000
PWY-5918: superpathay of heme biosynthesis from glutamate	0.0000000000
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.0000000000
HISDEG-PWY: L-histidine degradation I	0.0000000000
HISDEG-PWY: L-histidine degradation I|g__Clostridium.s__Clostridium_symbiosum	0.0661199057
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	0.0000000000
P161-PWY: acetylene degradation	0.0000000000
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	0.0000000000
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Escherichia.s__Escherichia_coli	0.0000000000
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.0000000000
PWY-4242: pantothenate and coenzyme A biosynthesis III	0.0000000000
PWY-6803: phosphatidylcholine acyl editing	0.0000000000
PWY-6803: phosphatidylcholine acyl editing|g__Escherichia.s__Escherichia_coli	0.0000000000
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	0.0000000000
PWY66-399: gluconeogenesis III	0.0000000000
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	0.0000000000
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)|g__Escherichia.s__Escherichia_coli	0.0000000000
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	0.0000000000
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	0.0000000000
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0.0000000000
